जबकि	Jabki
पता	pata
लगा	laga
लिए	liye
जाते	jate
हैं	hain
और	aur
अक्सर	aksar
एक	ek
शेर	sher
की	ki
तरह	tarah
एक	ek
शिकारी	shikari
को	ko
अपनी	apni
उपस्थिति	upsthiti
का	ka
संकेत	sanket
भी	bhi
देते	dete
हैं।	hain.
</s>	</s>
में	mein
एक	ek
जननायक	jannayak
विजय	Vijay
श्री	Shri
हरिवर्मन	Harivarman
ने	ne
अव्यवस्था	avyavstha
दूर	dur
कर	kar
विजय	Vijay
में	mein
अपना	apna
राज्य	rajya
स्थापित	sthapit
किया	kiya
था।	tha.
</s>	</s>
यदि	yadi
प्रवास	pravas
15	15
की	ki
उम्र	umra
के	ke
बाद	bad
होता	hota
है,	hai,
प्रवासी	pravasi
अपने	apne
स्वदेश	swadesh
की	ki
अतिसंवेदनशीलता	atisamvedanshilta
बनाए	banaye
रखता	rakhta
है|	hai.
हालांकि,	Halanki
मल्टिपल	maltipal
स्क्लेरोसिस	sklerosis
के	ke
विकसित	viksit
होने	hone
के	ke
जोखिम	jokhim
की	ki
उम्र	umra
एक	ek
बड़े	bade
समय-मान	samay-maan
में	mein
फैल	fail
सकती	sakti
है|	hai.
जन्म	Janm
के	ke
मौसम	mausam
और	aur
एम्एस	emes
के	ke
बीच	bich
भी	bhi
एक	ek
संबंध	sambandh
पाया	paya
गया	gaya
है	hai
जो	jo
सूर्य	surya
के	ke
प्रकाश	prakash
और	aur
विटामिन	vitamin
डी	di
के	ke
संबंध	sambandh
का	ka
समर्थन	samarthan
करता	karta
है|	hai.
उदाहरण	udaharan
के	ke
लिए,	liye,
एम्एस	emes
से	se
प्रभावित	prabhavit
बहुत	bahut
कम	kam
लोगों	logon
का	ka
जन्म	janm
मई	May
की	ki
तुलना	tulna
में	mein
नवम्बर	November
में	mein
हुआ	hua
है।	hai.
</s>	</s>
शंकराचार्य	Shankaracharya
मानते	mante
हैँ	hain
कि	ki
संसार	sansar
में	mein
ब्रह्म	brahma
ही	hi
सत्य	satya
है।	hai.
</s>	</s>
प्रत्ययों	pratyayon
के	ke
योग	yog
से	se
शब्दनिर्माण	shabdnirman
का	ka
नियम,	niyam,
धातुओं	dhaatuon
की	ki
अपरिवर्तनीयता,	aparivartniyata,
धातु	dhatu
और	aur
प्रत्ययों	pratyyon
की	ki
स्वरानुरूपता	swranurupta
आदि	aadi
एक	ek
कुल	kul
की	ki
भाषाओं	bhashaon
की	ki
मुख्य	mukhya
विशेषताएँ	visheshtayen
हैं।	hain.
</s>	</s>
1996	1996
में	mein
आप	aap
राज्य	rajya
सभा	sabha
के	ke
लिये	liye
चुने	chune
गए।	gaye.
</s>	</s>
अभिलेखों	abhilekhon
का	ka
उदाहरण	udaharan
दिया	diya
गया	gaya
है।	hai.
</s>	</s>
वह	vah
एएमयू	AMU
का	ka
एकमात्र	ekmatra
शिक्षण	shikshan
वीसी	VC
थे।	the.
</s>	</s>
कोर्डोबा	Cordoba
में	mein
राजधानी	rajdhani
के	ke
साथ	sath
राज्य	rajya
929	929
से	se
1031	1031
ईस्वी	isavi
आस्तिव	astitva
में	mein
रहा	raha
जो	jo
क्षेत्र	kshetra
पूर्व	purva
में	mein
उमय्यद	Umayyad
खिलाफत	Khilafat
की	ki
शाखा	shakha
कोर्डोबा	Cordoba
अमीरात	Amirat
(756-929)	(756-929)
का	ka
वर्चास्व	varchasva
था।	tha.
</s>	</s>
शेख	Sheikh
अब्दुल्ला	Abdullaah
की	ki
मृत्यु	mrityu
के	ke
बाद	bad
उनके	unke
बेटे	bete
फारूक	Farooq
अब्दुल्ला	Abdullah
ने	ne
जम्मू	Jammu
और	aur
कश्मीर	Kashmir
के	ke
मुख्य	mukhya
मंत्री	mantri
पद	pad
को	ko
हासिल	haasil
किया।	kiya.
</s>	</s>
ब्रुनो	Bruno
फैडुटी,	Faduta,
इमेज्स	Images
एट	at
कोनाइसन्स	Connios
डी	de
ला	la
लाइकोर्न	Licon
</s>	</s>
अब	ab
उसे	use
यह	yah
चिंता	chinta
भी	bhi
नहीं	nahi
करनी	karni
है	hai
कि	ki
कहीं	kahin
कटाई	katai
के	ke
समय	samay
मूल्य	mulya
में	mein
कमी	kami
के	ke
कारण	karan
उसे	use
बर्बादी	barbadi
का	ka
सामना	samna
न	n
करना	karna
पड़े,	pade,
लेकिन	lekin
इसके	iske
साथ-साथ	sath-sath
वह	vah
कटाई	katai
के	ke
वक़्त	vakt
मूल्य	mulya
में	mein
वृद्धि	vruddhi
होने	hone
के	ke
कारण	karan
अधिक	adhik
मुनाफ़ा	munafa
कमाने	kamane
का	ka
मौक़ा	mauka
भी	bhi
गवां	ganva
देता	deta
है।	hai.
</s>	</s>
इसके	isake
बावजूद,	bavjud,
गर्भाशय	garbhashay
ग्रीवा	griva
agenesis	agenesis
के	ke
साथ	sath
महिलाओं	mahilaon
में	mein
कई	kayi
गर्भधारण	garbhdharan
की	ki
सूचना	suchna
मिली	mili
है,	hai,
जो	jo
शल्य	shalya
चिकित्सा	chikitsa
उपचार	upchar
किया	kiya
गया	gaya
था।	tha.
</s>	</s>
उत्तर	Uttar
पूर्व,	purva,
पश्चिमी	pashchimi
पूर्वी	purvi
एवं	evam
मध्य	madhya
भारत	bharat
में	mein
क्षेत्रीय	kshetriy
केन्द्र	kendra
प्रस्तावित	prastavit
है	hai
एवं	evam
शीघ्र	shighra
ही	hi
खुलने	khulane
वाले	vale
है।	hain.
</s>	</s>
एलो	Aloe
अरिस्टैटा	aristata
-	-
टॉर्च	torch
प्लांट,	plant,
लेस	les
एलो	Aloe
</s>	</s>
समिति	Samiti
विकास	Vikas
ब्लॉक	Block
</s>	</s>
प्रकाश	prakash
ग्राहकों	grahakon
के	ke
प्रयोग	prayog
के	ke
बजाय,	bajay,
एक	ek
स्थितीय	sthitiya
बंदूक	banduk
अनिवार्य	anivarya
रूप	roop
से	se
एक	ek
एनालॉग	analog
जॉयस्टिक	joystick
होती	hoti
है,	hai,
जो	ko
एक	ek
निश्चित	nirdharit
स्थान	sthan
पर	par
लगी	lagi
होती	hoti
है	hai
जहां	jahan
बंदूक	banduk
की	ki
स्थिति	sthiti
को	ko
दर्ज	darj
करके	karke
यह	yah
जाना	jana
जाता	jata
है	hai
कि	ki
खिलाड़ी	khiladi
पर्दे	parde
पर	par
किस	kis
ओर	or
निशाना	nishana
साध	sadh
रहा	rha
है।	hai.
</s>	</s>
चीनी	chini
सेना	sena
द्वारा	dvara
समय	samay
समय	samay
पर	par
चंपा	champa
की	ki
लूट	loot
की	ki
राशि	rashi
और	aur
चंपा	champa
द्वारा	dvara
दूतों	duton
के	ke
हाथ	hath
भेजी	bheji
गई	gai
भेंट	bhent
के	ke
विवरण	vivran
से	se
उसकी	usaki
समृद्धि	samruddhi
का	ka
कुछ	kuch
आभास	abhas
मिलता	milta
है।	hai.
</s>	</s>
इस	is
उपन्यास	upanyas
के	ke
सभी	sabhi
प्रमुख	pramukh
पात्र	patra
-वसुदेव,	-Vasudev,
देवकी,	Devaki,
रोहिणी,	Rohini,
नंद,	Nand,
बलराम	Balram
हमारे	hamare
सम्मुख	sammukh
नवीन	navin
एवं	evam
तेजस्वी	tejasvi
रूप	roop
में	mein
प्रस्तुत	prastut
किए	kiye
गए	gaye
हैं।	hain.
</s>	</s>
साहिल	Sahil
चड्ढा	Chaddha
-	-
रोहित	Rohit
मलहोत्रा,	Malhotra,
राज	Raj
का	ka
तीसरा	tisra
पुत्र	putra
</s>	</s>
बेहतर	behtar
जीवन	jivan
स्तर	star
के	ke
प्रयास	prayas
में	mein
सोवियत	soviet
संघ	sangh
के	ke
पतन	patan
के	ke
बाद	bad
इज़राइल	Israel
के	ke
लिए	liye
सबसे	sabse
अधिक	adhik
आर्मेनिया	Armeniya
छोड़	chhod
दिया	diya
गया।	gaya.
</s>	</s>
खेल	khel
सिद्धांत	siddhant
</s>	</s>
कहानी	kahani
कथा	katha
और	aur
रचना	rachna
के	ke
शब्दों	shabdon
में	mein
इसके	isake
भाग	bhag
एक	ek
प्रतिरूप	pratiroop
का	ka
अनुसरण	anusaran
करते	karate
हैं:	hain:
</s>	</s>
इसमें	ismein
थोड़े	thode
समय	samay
के	ke
लिये	liye
उच्च	uchch
धारा	dhara
प्रदान	pradan
करने	karne
की	ki
क्षमता	kshamta
होती	hoti
है।	hai.
</s>	</s>
प्रख्यात	prakhyat
उपन्यासकार	upnyaskar
नरेन्द्र	Narendra
कोहली	Kohli
ने	ne
अपने	apne
उपन्यास	upanyas
‘वसुदेव’	'Vasudev'
के	ke
द्वारा	dwara
इस	is
कमी	kammi
को	ko
पूरा	pura
करने	karne
का	ka
प्रयास	prayas
किया	kiya
है।	hai.
</s>	</s>
शुभदा	Shubhada
प्रकाशन	Prakashan
(हिन्दी	(hindi
भाषा	bhasha
में	mein
भारत	bharat
की	ki
पहली	pahli
इतिहास-शोध	itihas-shodh
वैबसाइट)	website)
</s>	</s>
मोहम्मद	Mohammad
वालिजादे	Valijade
ने	ne
तारनेह	Taraneh
जावानबखत	Javanbakht
के	ke
बारे	bare
में	mein
लिखा	likha
था	tha
और	aur
उसकी	usaki
कविता	kavita
पुस्तकें,	pustaken,
छोटी	choti
कहानी	kahani
की	ki
किताबें	kitaben
और	aur
अनुवाद	anuvad
किताब,	kitab,
अपनी	apni
पुस्तक	pustak
में	mein
रौजनामे	Rooznamaye
एडबीएट	adabiate
इम्रोज़	emrooze
इरान,	Iran,
जो	jo
कि	ki
घोषणोस	Ghoghnoos
द्वारा	dwara
प्रकाशित	prakashit
की	ki
गई	gayi
थी,	thi,
जिसमें	jismen
तेहरान	Tehran
में	mein
प्रकाशित	prakashit
किया	kiya
गया	gaya
था	tha
2017	2017
में।.	mein.
</s>	</s>
मोरोना	Morona
</s>	</s>
आजादी	azadi
के	ke
पश्चात	pashchat
बनारसी	Banarasi
दास	Das
जी	ji
ने	ne
जींद	Zind
को	ko
भारत	bharat
में	mein
शामिल	shamil
करने	karne
के	ke
लिए	liye
आंदोलन	andolan
किया	kiya
और	aur
वहां	vahan
समानांतर	samanantar
सरकार	sarkar
बनाई।	banayi.
</s>	</s>
केन्द्रीय	Kendriya
उपाध्यक्ष	upadhyaksh
</s>	</s>
उर्दू	Urdu
कोई	koi
स्वतंत्र	svatantra
भाषा	bhasha
नहीं	nahi
बल्कि	balki
खड़ी	khadi
बोली	boli
की	ki
ही	hi
एक	ek
शैली	shaili
मात्र	matra
है	hai
जिसमें	jismein
फारसी	farsi
और	aur
अरबी	arabi
के	ke
शब्दों	shabdon
की	ki
अधिकता	adhikta
पाई	payi
जाती	jati
है	hai
तथा	tatha
जो	jo
फारसी	farsi
लिपि	lipi
में	mein
लिखी	likhi
जाती	jati
है।	hai.
</s>	</s>
फलत:	falatah
प्रतिज्ञा	pratigya
के	ke
अनुसार	anusar
गुणाढ्य	Gunadhya
को	ko
नगरवास	nagarvas
छोड़	chhod
वनवास	vanvas
और	aur
संस्कृत,	sanskrut,
पाली	pali
तथा	tatha
प्राकृत	prakrut
छोड़कर	chhodkar
पैशाची	paishachi
का	ka
आश्रय	ashray
लेना	lena
पड़ा।	pada.
</s>	</s>
षाड्गुण्य	Shangunya
मनु	Manu
का	ka
मौलिक	maulik
सिद्धान्त	siddhant
है,	hai,
जिसमें	jismen
वह	vah
राजा	raja
को	ko
संधि,	sandhi,
विग्रह,	vigrah,
यान,	yaan,
आसन,	asan,
द्वैधीभाव	dvedhibhav
और	aur
संश्रय	sanshray
गुणों	gunon
को	ko
ग्रहण	grahan
करने	karne
का	ka
परामर्श	paramarsh
देते	dete
है।	hai.
</s>	</s>
कुछ	kuch
टीवी	tv
चैनल	chainal
सिर्फ़	sirf
कार्टूनों	kartoonon
के	ke
लिये	liye
ही	hi
बने	bane
हैं,	hain,
जैसे	jaise
कार्टून	kartoon
नेटवर्क।	netvark.
</s>	</s>
जब	jab
बैटरी	betari
को	ko
चार्ज	charj
किया	kiya
जाता	jata
है	hai
तो	to
उपरोक्त	uprokt
क्रियाएँ	kriyayen
ही	hi
होतीं	hoti
हैं,	hain,
किन्तु	kintu
उल्टी	ulti
दिशा	disha
में।	mein.
</s>	</s>
इस	is
बीच	bich
1874	1874
की	ki
गर्मियों	garmiyon
में	mein
मिशन	mishan
लेह	Leh
पहुंचा	pahuncha
तो	to
तब	tab
तक	tak
कैप्टेन	Captain
